,year,value,metrics,classe
591,1995,0.44,Comission Error,Natural Grassland
592,1995,0.29,Comission Error,Pastureland
593,1995,0.97,Comission Error,Cropland
594,1995,0.09,Comission Error,Water
595,1996,0.02,Comission Error,Forest
596,1996,0.9,Comission Error,Shrubland
597,1996,0.5,Comission Error,Wetland
598,1996,0.45,Comission Error,Natural Grassland
599,1996,0.26,Comission Error,Pastureland
600,1996,0.93,Comission Error,Cropland
601,1996,0.1,Comission Error,Water
602,1997,0.02,Comission Error,Forest
603,1997,0.89,Comission Error,Shrubland
604,1997,0.48,Comission Error,Wetland
605,1997,0.43,Comission Error,Natural Grassland
606,1997,0.25,Comission Error,Pastureland
607,1997,0.87,Comission Error,Cropland
608,1997,0.09,Comission Error,Water
609,1998,0.02,Comission Error,Forest
610,1998,0.89,Comission Error,Shrubland
611,1998,0.48,Comission Error,Wetland
612,1998,0.44,Comission Error,Natural Grassland
613,1998,0.22,Comission Error,Pastureland
614,1998,0.85,Comission Error,Cropland
615,1998,0.1,Comission Error,Water
616,1999,0.02,Comission Error,Forest
617,1999,0.89,Comission Error,Shrubland
618,1999,0.51,Comission Error,Wetland
619,1999,0.45,Comission Error,Natural Grassland
620,1999,0.2,Comission Error,Pastureland
621,1999,0.77,Comission Error,Cropland
622,1999,0.08,Comission Error,Water
623,2000,0.02,Comission Error,Forest
624,2000,0.89,Comission Error,Shrubland
625,2000,0.44,Comission Error,Wetland
626,2000,0.44,Comission Error,Natural Grassland
627,2000,0.2,Comission Error,Pastureland
628,2000,0.72,Comission Error,Cropland
629,2000,0.09,Comission Error,Water
630,2001,0.02,Comission Error,Forest
631,2001,0.89,Comission Error,Shrubland
632,2001,0.42,Comission Error,Wetland
633,2001,0.43,Comission Error,Natural Grassland
634,2001,0.19,Comission Error,Pastureland
635,2001,0.68,Comission Error,Cropland
636,2001,0.09,Comission Error,Water
637,2002,0.02,Comission Error,Forest
638,2002,0.89,Comission Error,Shrubland
639,2002,0.42,Comission Error,Wetland
640,2002,0.41,Comission Error,Natural Grassland
641,2002,0.21,Comission Error,Pastureland
642,2002,0.75,Comission Error,Cropland
643,2002,0.08,Comission Error,Water
644,2003,0.02,Comission Error,Forest
645,2003,0.88,Comission Error,Shrubland
646,2003,0.38,Comission Error,Wetland
647,2003,0.43,Comission Error,Natural Grassland
648,2003,0.19,Comission Error,Pastureland
649,2003,0.69,Comission Error,Cropland
650,2003,0.09,Comission Error,Water
651,2004,0.02,Comission Error,Forest
652,2004,0.89,Comission Error,Shrubland
653,2004,0.38,Comission Error,Wetland
654,2004,0.42,Comission Error,Natural Grassland
655,2004,0.19,Comission Error,Pastureland
656,2004,0.59,Comission Error,Cropland
657,2004,0.08,Comission Error,Water
658,2005,0.02,Comission Error,Forest
659,2005,0.9,Comission Error,Shrubland
660,2005,0.39,Comission Error,Wetland
661,2005,0.42,Comission Error,Natural Grassland
662,2005,0.19,Comission Error,Pastureland
663,2005,0.49,Comission Error,Cropland
664,2005,0.09,Comission Error,Water
665,2006,0.02,Comission Error,Forest
666,2006,0.9,Comission Error,Shrubland
667,2006,0.42,Comission Error,Wetland
668,2006,0.41,Comission Error,Natural Grassland
669,2006,0.18,Comission Error,Pastureland
670,2006,0.47,Comission Error,Cropland
671,2006,0.09,Comission Error,Water
672,2007,0.02,Comission Error,Forest
673,2007,0.89,Comission Error,Shrubland
674,2007,0.4,Comission Error,Wetland
675,2007,0.42,Comission Error,Natural Grassland
676,2007,0.17,Comission Error,Pastureland
677,2007,0.47,Comission Error,Cropland
678,2007,0.07,Comission Error,Water
679,2008,0.02,Comission Error,Forest
680,2008,0.88,Comission Error,Shrubland
681,2008,0.4,Comission Error,Wetland
682,2008,0.43,Comission Error,Natural Grassland
683,2008,0.16,Comission Error,Pastureland
684,2008,0.41,Comission Error,Cropland
685,2008,0.08,Comission Error,Water
686,2009,0.02,Comission Error,Forest
687,2009,0.88,Comission Error,Shrubland
688,2009,0.4,Comission Error,Wetland
689,2009,0.42,Comission Error,Natural Grassland
690,2009,0.16,Comission Error,Pastureland
691,2009,0.38,Comission Error,Cropland
692,2009,0.08,Comission Error,Water
693,2010,0.02,Comission Error,Forest
694,2010,0.89,Comission Error,Shrubland
695,2010,0.4,Comission Error,Wetland
696,2010,0.44,Comission Error,Natural Grassland
697,2010,0.16,Comission Error,Pastureland
698,2010,0.4,Comission Error,Cropland
699,2010,0.09,Comission Error,Water
700,2011,0.02,Comission Error,Forest
701,2011,0.88,Comission Error,Shrubland
702,2011,0.38,Comission Error,Wetland
703,2011,0.45,Comission Error,Natural Grassland
704,2011,0.17,Comission Error,Pastureland
705,2011,0.39,Comission Error,Cropland
706,2011,0.09,Comission Error,Water
707,2012,0.02,Comission Error,Forest
708,2012,0.88,Comission Error,Shrubland
709,2012,0.45,Comission Error,Wetland
710,2012,0.42,Comission Error,Natural Grassland
711,2012,0.16,Comission Error,Pastureland
712,2012,0.36,Comission Error,Cropland
713,2012,0.08,Comission Error,Water
714,2013,0.02,Comission Error,Forest
715,2013,0.85,Comission Error,Shrubland
716,2013,0.43,Comission Error,Wetland
717,2013,0.37,Comission Error,Natural Grassland
718,2013,0.17,Comission Error,Pastureland
719,2013,0.33,Comission Error,Cropland
720,2013,0.08,Comission Error,Water
721,2014,0.02,Comission Error,Forest
722,2014,0.85,Comission Error,Shrubland
723,2014,0.44,Comission Error,Wetland
724,2014,0.35,Comission Error,Natural Grassland
725,2014,0.17,Comission Error,Pastureland
726,2014,0.32,Comission Error,Cropland
727,2014,0.1,Comission Error,Water
728,2015,0.02,Comission Error,Forest
729,2015,0.85,Comission Error,Shrubland
730,2015,0.45,Comission Error,Wetland
731,2015,0.34,Comission Error,Natural Grassland
732,2015,0.16,Comission Error,Pastureland
733,2015,0.32,Comission Error,Cropland
734,2015,0.09,Comission Error,Water
735,2016,0.02,Comission Error,Forest
736,2016,0.86,Comission Error,Shrubland
737,2016,0.44,Comission Error,Wetland
738,2016,0.32,Comission Error,Natural Grassland
739,2016,0.16,Comission Error,Pastureland
740,2016,0.33,Comission Error,Cropland
741,2016,0.1,Comission Error,Water
742,2017,0.02,Comission Error,Forest
743,2017,0.86,Comission Error,Shrubland
744,2017,0.44,Comission Error,Wetland
745,2017,0.31,Comission Error,Natural Grassland
746,2017,0.16,Comission Error,Pastureland
747,2017,0.33,Comission Error,Cropland
748,2017,0.1,Comission Error,Water
749,2018,0.02,Comission Error,Forest
750,2018,0.87,Comission Error,Shrubland
751,2018,0.42,Comission Error,Wetland
752,2018,0.29,Comission Error,Natural Grassland
753,2018,0.16,Comission Error,Pastureland
754,2018,0.32,Comission Error,Cropland
755,2018,0.1,Comission Error,Water
756,2019,0.02,Comission Error,Forest
757,2019,0.88,Comission Error,Shrubland
758,2019,0.36,Comission Error,Wetland
759,2019,0.31,Comission Error,Natural Grassland
760,2019,0.15,Comission Error,Pastureland
761,2019,0.4,Comission Error,Cropland
762,2019,0.11,Comission Error,Water
763,2020,0.02,Comission Error,Forest
764,2020,0.88,Comission Error,Shrubland
765,2020,0.36,Comission Error,Wetland
766,2020,0.33,Comission Error,Natural Grassland
767,2020,0.14,Comission Error,Pastureland
768,2020,0.39,Comission Error,Cropland
769,2020,0.11,Comission Error,Water
770,2021,0.02,Comission Error,Forest
771,2021,0.87,Comission Error,Shrubland
772,2021,0.37,Comission Error,Wetland
773,2021,0.34,Comission Error,Natural Grassland
774,2021,0.14,Comission Error,Pastureland
775,2021,0.39,Comission Error,Cropland
776,2021,0.1,Comission Error,Water
777,1985,0.03,Omission Error,Forest
778,1985,0.67,Omission Error,Shrubland
779,1985,0.74,Omission Error,Wetland
780,1985,0.4,Omission Error,Natural Grassland
781,1985,0.16,Omission Error,Pastureland
782,1985,0.86,Omission Error,Cropland
783,1985,0.15,Omission Error,Water
784,1986,0.03,Omission Error,Forest
785,1986,0.67,Omission Error,Shrubland
786,1986,0.76,Omission Error,Wetland
787,1986,0.39,Omission Error,Natural Grassland
788,1986,0.14,Omission Error,Pastureland
789,1986,0.71,Omission Error,Cropland
790,1986,0.18,Omission Error,Water
791,1987,0.03,Omission Error,Forest
792,1987,0.69,Omission Error,Shrubland
793,1987,0.79,Omission Error,Wetland
794,1987,0.39,Omission Error,Natural Grassland
795,1987,0.1,Omission Error,Pastureland
796,1987,0.6,Omission Error,Cropland
797,1987,0.18,Omission Error,Water
798,1988,0.03,Omission Error,Forest
799,1988,0.67,Omission Error,Shrubland
800,1988,0.78,Omission Error,Wetland
801,1988,0.39,Omission Error,Natural Grassland
802,1988,0.11,Omission Error,Pastureland
803,1988,0.67,Omission Error,Cropland
804,1988,0.17,Omission Error,Water
805,1989,0.03,Omission Error,Forest
806,1989,0.67,Omission Error,Shrubland
807,1989,0.78,Omission Error,Wetland
808,1989,0.39,Omission Error,Natural Grassland
809,1989,0.11,Omission Error,Pastureland
810,1989,0.6,Omission Error,Cropland
811,1989,0.17,Omission Error,Water
812,1990,0.04,Omission Error,Forest
813,1990,0.66,Omission Error,Shrubland
814,1990,0.78,Omission Error,Wetland
815,1990,0.38,Omission Error,Natural Grassland
816,1990,0.1,Omission Error,Pastureland
817,1990,0.5,Omission Error,Cropland
818,1990,0.18,Omission Error,Water
819,1991,0.03,Omission Error,Forest
820,1991,0.66,Omission Error,Shrubland
821,1991,0.78,Omission Error,Wetland
822,1991,0.39,Omission Error,Natural Grassland
823,1991,0.09,Omission Error,Pastureland
824,1991,0.67,Omission Error,Cropland
825,1991,0.22,Omission Error,Water
826,1992,0.03,Omission Error,Forest
827,1992,0.68,Omission Error,Shrubland
828,1992,0.79,Omission Error,Wetland
829,1992,0.38,Omission Error,Natural Grassland
830,1992,0.11,Omission Error,Pastureland
831,1992,0.6,Omission Error,Cropland
832,1992,0.21,Omission Error,Water
833,1993,0.03,Omission Error,Forest
834,1993,0.68,Omission Error,Shrubland
835,1993,0.79,Omission Error,Wetland
836,1993,0.38,Omission Error,Natural Grassland
837,1993,0.09,Omission Error,Pastureland
838,1993,0.33,Omission Error,Cropland
839,1993,0.21,Omission Error,Water
840,1994,0.04,Omission Error,Forest
841,1994,0.67,Omission Error,Shrubland
842,1994,0.79,Omission Error,Wetland
843,1994,0.4,Omission Error,Natural Grassland
844,1994,0.08,Omission Error,Pastureland
845,1994,0.75,Omission Error,Cropland
846,1994,0.18,Omission Error,Water
847,1995,0.03,Omission Error,Forest
848,1995,0.67,Omission Error,Shrubland
849,1995,0.8,Omission Error,Wetland
850,1995,0.39,Omission Error,Natural Grassland
851,1995,0.08,Omission Error,Pastureland
852,1995,0.83,Omission Error,Cropland
853,1995,0.19,Omission Error,Water
854,1996,0.03,Omission Error,Forest
855,1996,0.68,Omission Error,Shrubland
856,1996,0.8,Omission Error,Wetland
857,1996,0.39,Omission Error,Natural Grassland
858,1996,0.08,Omission Error,Pastureland
859,1996,0.4,Omission Error,Cropland
860,1996,0.23,Omission Error,Water
861,1997,0.03,Omission Error,Forest
862,1997,0.68,Omission Error,Shrubland
863,1997,0.79,Omission Error,Wetland
864,1997,0.39,Omission Error,Natural Grassland
865,1997,0.07,Omission Error,Pastureland
866,1997,0.33,Omission Error,Cropland
867,1997,0.22,Omission Error,Water
868,1998,0.03,Omission Error,Forest
869,1998,0.65,Omission Error,Shrubland
870,1998,0.8,Omission Error,Wetland
871,1998,0.4,Omission Error,Natural Grassland
872,1998,0.08,Omission Error,Pastureland
873,1998,0.38,Omission Error,Cropland
874,1998,0.19,Omission Error,Water
875,1999,0.03,Omission Error,Forest
876,1999,0.64,Omission Error,Shrubland
877,1999,0.8,Omission Error,Wetland
878,1999,0.4,Omission Error,Natural Grassland
879,1999,0.09,Omission Error,Pastureland
880,1999,0.32,Omission Error,Cropland
881,1999,0.23,Omission Error,Water
882,2000,0.03,Omission Error,Forest
883,2000,0.65,Omission Error,Shrubland
884,2000,0.78,Omission Error,Wetland
885,2000,0.4,Omission Error,Natural Grassland
886,2000,0.09,Omission Error,Pastureland
887,2000,0.32,Omission Error,Cropland
888,2000,0.13,Omission Error,Water
889,2001,0.03,Omission Error,Forest
890,2001,0.65,Omission Error,Shrubland
891,2001,0.77,Omission Error,Wetland
892,2001,0.4,Omission Error,Natural Grassland
893,2001,0.09,Omission Error,Pastureland
894,2001,0.24,Omission Error,Cropland
895,2001,0.13,Omission Error,Water
896,2002,0.03,Omission Error,Forest
897,2002,0.66,Omission Error,Shrubland
898,2002,0.76,Omission Error,Wetland
899,2002,0.39,Omission Error,Natural Grassland
900,2002,0.08,Omission Error,Pastureland
901,2002,0.23,Omission Error,Cropland
902,2002,0.12,Omission Error,Water
903,2003,0.03,Omission Error,Forest
904,2003,0.64,Omission Error,Shrubland
905,2003,0.76,Omission Error,Wetland
906,2003,0.4,Omission Error,Natural Grassland
907,2003,0.08,Omission Error,Pastureland
908,2003,0.36,Omission Error,Cropland
909,2003,0.09,Omission Error,Water
910,2004,0.03,Omission Error,Forest
911,2004,0.64,Omission Error,Shrubland
912,2004,0.76,Omission Error,Wetland
913,2004,0.39,Omission Error,Natural Grassland
914,2004,0.08,Omission Error,Pastureland
915,2004,0.4,Omission Error,Cropland
916,2004,0.11,Omission Error,Water
917,2005,0.03,Omission Error,Forest
918,2005,0.67,Omission Error,Shrubland
919,2005,0.76,Omission Error,Wetland
920,2005,0.39,Omission Error,Natural Grassland
921,2005,0.07,Omission Error,Pastureland
922,2005,0.32,Omission Error,Cropland
923,2005,0.11,Omission Error,Water
924,2006,0.03,Omission Error,Forest
925,2006,0.67,Omission Error,Shrubland
926,2006,0.77,Omission Error,Wetland
927,2006,0.4,Omission Error,Natural Grassland
928,2006,0.07,Omission Error,Pastureland
929,2006,0.28,Omission Error,Cropland
930,2006,0.11,Omission Error,Water
931,2007,0.03,Omission Error,Forest
932,2007,0.63,Omission Error,Shrubland
933,2007,0.77,Omission Error,Wetland
934,2007,0.39,Omission Error,Natural Grassland
935,2007,0.07,Omission Error,Pastureland
936,2007,0.23,Omission Error,Cropland
937,2007,0.13,Omission Error,Water
938,2008,0.03,Omission Error,Forest
939,2008,0.62,Omission Error,Shrubland
940,2008,0.77,Omission Error,Wetland
941,2008,0.4,Omission Error,Natural Grassland
942,2008,0.07,Omission Error,Pastureland
943,2008,0.24,Omission Error,Cropland
944,2008,0.12,Omission Error,Water
945,2009,0.03,Omission Error,Forest
946,2009,0.63,Omission Error,Shrubland
947,2009,0.76,Omission Error,Wetland
948,2009,0.39,Omission Error,Natural Grassland
949,2009,0.07,Omission Error,Pastureland
950,2009,0.22,Omission Error,Cropland
951,2009,0.14,Omission Error,Water
952,2010,0.03,Omission Error,Forest
953,2010,0.65,Omission Error,Shrubland
954,2010,0.77,Omission Error,Wetland
955,2010,0.41,Omission Error,Natural Grassland
956,2010,0.08,Omission Error,Pastureland
957,2010,0.23,Omission Error,Cropland
958,2010,0.11,Omission Error,Water
959,2011,0.03,Omission Error,Forest
960,2011,0.63,Omission Error,Shrubland
961,2011,0.77,Omission Error,Wetland
962,2011,0.41,Omission Error,Natural Grassland
963,2011,0.07,Omission Error,Pastureland
964,2011,0.23,Omission Error,Cropland
965,2011,0.12,Omission Error,Water
966,2012,0.03,Omission Error,Forest
967,2012,0.66,Omission Error,Shrubland
968,2012,0.77,Omission Error,Wetland
969,2012,0.41,Omission Error,Natural Grassland
970,2012,0.07,Omission Error,Pastureland
971,2012,0.2,Omission Error,Cropland
972,2012,0.11,Omission Error,Water
973,2013,0.03,Omission Error,Forest
974,2013,0.62,Omission Error,Shrubland
975,2013,0.74,Omission Error,Wetland
976,2013,0.39,Omission Error,Natural Grassland
977,2013,0.08,Omission Error,Pastureland
978,2013,0.2,Omission Error,Cropland
979,2013,0.1,Omission Error,Water
980,2014,0.03,Omission Error,Forest
981,2014,0.63,Omission Error,Shrubland
982,2014,0.73,Omission Error,Wetland
983,2014,0.4,Omission Error,Natural Grassland
984,2014,0.08,Omission Error,Pastureland
985,2014,0.16,Omission Error,Cropland
986,2014,0.09,Omission Error,Water
987,2015,0.03,Omission Error,Forest
988,2015,0.64,Omission Error,Shrubland
989,2015,0.73,Omission Error,Wetland
990,2015,0.4,Omission Error,Natural Grassland
991,2015,0.08,Omission Error,Pastureland
992,2015,0.16,Omission Error,Cropland
993,2015,0.07,Omission Error,Water
994,2016,0.03,Omission Error,Forest
995,2016,0.65,Omission Error,Shrubland
996,2016,0.72,Omission Error,Wetland
997,2016,0.4,Omission Error,Natural Grassland
998,2016,0.08,Omission Error,Pastureland
999,2016,0.15,Omission Error,Cropland
1000,2016,0.07,Omission Error,Water
1001,2017,0.03,Omission Error,Forest
1002,2017,0.65,Omission Error,Shrubland
1003,2017,0.71,Omission Error,Wetland
1004,2017,0.4,Omission Error,Natural Grassland
1005,2017,0.08,Omission Error,Pastureland
1006,2017,0.15,Omission Error,Cropland
1007,2017,0.07,Omission Error,Water
1008,2018,0.03,Omission Error,Forest
1009,2018,0.66,Omission Error,Shrubland
1010,2018,0.68,Omission Error,Wetland
1011,2018,0.41,Omission Error,Natural Grassland
1012,2018,0.07,Omission Error,Pastureland
1013,2018,0.13,Omission Error,Cropland
1014,2018,0.06,Omission Error,Water
1015,2019,0.03,Omission Error,Forest
1016,2019,0.67,Omission Error,Shrubland
1017,2019,0.66,Omission Error,Wetland
1018,2019,0.44,Omission Error,Natural Grassland
1019,2019,0.12,Omission Error,Pastureland
1020,2019,0.14,Omission Error,Cropland
1021,2019,0.04,Omission Error,Water
1022,2020,0.03,Omission Error,Forest
1023,2020,0.69,Omission Error,Shrubland
1024,2020,0.67,Omission Error,Wetland
1025,2020,0.44,Omission Error,Natural Grassland
1026,2020,0.12,Omission Error,Pastureland
1027,2020,0.12,Omission Error,Cropland
1028,2020,0.04,Omission Error,Water
1029,2021,0.03,Omission Error,Forest
1030,2021,0.65,Omission Error,Shrubland
1031,2021,0.68,Omission Error,Wetland
1032,2021,0.44,Omission Error,Natural Grassland
1033,2021,0.12,Omission Error,Pastureland
1034,2021,0.12,Omission Error,Cropland
1035,2021,0.07,Omission Error,Water
